id,biomass,biomass_log,leaf_mass,leaf_mass_log,seed_mass,seed_mass_log,stem_mass,stem_mass_log,ht_flag,ht_flower,AmountC,AmountN,d13C,d15N,CN
288,1.02,0.0198026272961797,0.61,-0.49429632181478,0.06,NA,0.31,-1.17118298150295,9.7,24,1239.75255068559,86.734541593387,-38.2292606251697,0.0108893660927183,14.2936427392165
289,0.67,-0.400477566597125,0.24,-1.42711635564015,0.2,-1.6094379124341,0.23,-1.46967597005894,15.2,26.57,1584.94303009052,102.960991041379,-38.0350479529509,-1.28661163826487,15.393626402193
290,NA,0.609765571620894,0.67,-0.400477566597125,0.27,-1.30933331998376,0.76,-0.27443684570176,18.8,34.6,1546.3203019203,69.5166236566259,-38.2424865605784,-0.431530245254416,22.2438924761115
291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
292,0.97,-0.0304592074847086,0.27,-1.30933331998376,0.26,-1.34707364796661,0.44,-0.82098055206983,20.97,33.8,1357.81449855703,95.8384456959888,-38.2053493693064,-1.0485003379935,14.1677433173758
293,0.92,-0.083381608939051,0.08,-2.52572864430826,0.49,-0.713349887877465,0.35,-1.04982212449868,20.67,33.93,1371.11043231932,77.1719862076317,-38.1896058512507,-0.0137341350477459,17.7669449718495
294,0.6,-0.510825623765991,0.29,-1.23787435600162,0.37,-0.994252273343867,0.36,-1.02165124753198,11.87,23.2,1584.59214762015,97.6758785926362,-38.4375639892258,-1.19503264868121,16.2229628282004
295,0.3,-1.20397280432594,0.3,-1.20397280432594,0.19,-1.66073120682165,0.26,-1.34707364796661,8.7,18.47,1690.3878030304,104.542467541153,-38.092760994955,-0.346407096747987,16.1693887927887
296,0.27,-1.30933331998376,0.01,-4.60517018598809,0.19,-1.66073120682165,0.07,-2.65926003693278,16.07,24.57,1474.2147160118,76.7106224959398,-36.9715658873615,-2.08326389706189,19.2178692864841
297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
298,1.17,0.157003748809665,0.09,-2.40794560865187,NA,-0.462035459596559,0.45,-0.798507696217772,12.5,27.45,1447.94342147338,59.3444643929065,NA,0.0152736940173746,24.3989635138818
299,0.6,-0.510825623765991,0.04,-3.2188758248682,0.35,-1.04982212449868,0.21,-1.56064774826467,13.37,27.13,1424.3650295885,67.971531125338,-38.2344006498477,1.2585380434474,20.9553177044373
300,0.98,-0.0202027073175195,0.26,-1.34707364796661,0.41,-0.891598119283784,0.34,-1.07880966137193,13.2,29,1371.14427424712,85.3378195739349,-38.4856669911317,0.407471872289863,16.0672522580588
301,0.71,-0.342490308946776,0.14,-1.96611285637283,0.23,-1.46967597005894,0.34,-1.07880966137193,14.6,27,1380.7889077575,61.2376799851341,-37.2344265317432,-0.728966777831844,22.5480277517485
302,1.26,0.231111720963387,0.34,-1.07880966137193,0.54,-0.616186139423817,0.47,-0.755022584278033,15.07,27.9,1301.10120899141,76.5347519283701,-38.2559809851886,0.311392136277437,17.0001362284303
303,0.51,-0.673344553263766,0.03,-3.50655789731998,0.28,-1.27296567581289,0.2,-1.6094379124341,10.83,22.13,1402.91137640319,82.9501732520382,-38.3553728767736,-0.941956122311462,16.9126997738816
304,1.36,0.307484699747961,0.12,-2.12026353620009,NA,-0.301105092783922,0.49,-0.713349887877465,11.8,27.4,1678.98952507021,74.0375150105655,-38.086715417988,-0.459992644158491,22.6775510338321
305,1,0,0.43,-0.843970070294529,0,NA,0.42,-0.867500567704723,12.6,14.5,1282.49680505113,85.7582956751948,-36.8457894326808,0.154337237927281,14.9547841984701
306,0.65,-0.430782916092454,0.02,-3.91202300542815,0.43,-0.843970070294529,0.21,-1.56064774826467,11.85,25.65,1339.10420626903,69.4068369308776,-37.6998862886296,0.298465689344699,19.2935489568938
307,0.27,-1.30933331998376,0.01,-4.60517018598809,0.16,-1.83258146374831,0.09,-2.40794560865187,11.3,21.7,1503.45563341962,76.9620378879211,-37.3034670603368,-0.154277362044952,19.5350288879965
308,0.85,-0.162518929497775,0.35,-1.04982212449868,0.08,-2.52572864430826,0.33,-1.10866262452161,17.37,31,1499.70620828821,91.2074598791099,-37.8598277961148,0.817160332351017,16.4428020501391
309,NA,NA,0.43,-0.843970070294529,NA,NA,0.24,-1.42711635564015,9.8,NA,1418.6177148044,93.3732870220853,-38.4907770516691,-0.751736132887548,15.1929717807713
310,0.55,-0.59783700075562,0.07,-2.65926003693278,0.23,-1.46967597005894,0.25,-1.38629436111989,11.9,22.25,1391.66576594796,78.9460610786831,-38.1767824552785,0.435219814571346,17.6280582835024
311,NA,NA,NA,-0.342490308946776,NA,NA,0.73,-0.3147107448397,18.7,NA,1339.21089989456,49.4811086283598,-37.8101585503921,0.758777116172834,27.0650948820293
312,0.66,-0.415515443961666,0.05,-2.99573227355399,0.37,-0.994252273343867,0.25,-1.38629436111989,13.75,24.5,1655.18772841608,87.3412827082489,-37.8699087651388,0.0564508501477592,18.9508062750235
313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314,1.28,0.246860077931526,0.4,-0.916290731874155,0.33,-1.10866262452161,0.55,-0.59783700075562,16.5,37.1,1599.56267903574,86.1240546689216,-37.7510873634889,-1.59422444886135,18.5727748790368
315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
316,1.13,0.122217632724249,0.28,-1.27296567581289,0.25,-1.38629436111989,0.6,-0.510825623765991,23.27,32.53,1420.96116304889,61.3087248632972,-37.7297247870192,0.0866465978760299,23.1771443007055
317,0.84,-0.174353387144778,0.55,-0.59783700075562,0.03,NA,0.35,-1.04982212449868,16.25,27.5,1286.28485738447,90.422275545987,-38.617804700337,-1.38808547265407,14.2253095226551
318,1.35,0.300104592450338,0.2,-1.6094379124341,0.58,-0.544727175441672,0.57,-0.562118918153541,20.2,35.7,1669.22273734107,93.371851274181,-38.3973309580249,-0.868882234186137,17.8771515672265
319,0.51,-0.673344553263766,0.04,-3.2188758248682,0.28,-1.27296567581289,0.19,-1.66073120682165,10.97,24.5,1615.31469862727,94.9891140572763,-37.6157139856539,0.724811120751382,17.0052612308108
320,0.78,-0.2484613592985,0.08,-2.52572864430826,0.42,-0.867500567704723,0.28,-1.27296567581289,11.67,22.97,1619.83763117938,92.2697384283406,-37.8769092491091,0.756495239905522,17.5554592304106
321,0.76,-0.27443684570176,0.17,-1.77195684193188,0.26,-1.34707364796661,0.32,-1.13943428318836,15.23,28,1493.98993577108,88.209765105552,-37.3683942371677,0.0862152864342971,16.9367862388407
322,0.77,-0.261364764134408,0.18,-1.71479842809193,0.25,-1.38629436111989,0.34,-1.07880966137193,13.97,24.5,1589.08290526874,87.1870965139731,-37.8813925217758,0.562379062681719,18.2261248373383
323,0.54,-0.616186139423817,0.04,-3.2188758248682,0.29,-1.23787435600162,0.21,-1.56064774826467,14.93,29.03,1583.7252649774,87.3189222666592,-38.1745724712976,-0.886324496471751,18.1372516273269
324,0.4,-0.916290731874155,0.02,-3.91202300542815,0.27,-1.30933331998376,0.11,-2.20727491318972,9,21.7,1445.8450939452,70.5963917996346,-37.4113238564094,-0.840274685625996,20.4804389726995
325,0.2,-1.6094379124341,0.01,-4.60517018598809,0.13,-2.04022082852655,0.06,-2.81341071676004,10.1,18.93,1491.28809991517,95.9765373166091,-37.5543916634798,-0.529881007137036,15.5380485857255
326,0.86,-0.150822889734584,0.33,-1.10866262452161,0.51,-0.673344553263766,0.44,-0.82098055206983,13.4,20.8,1303.77573860701,66.0889155622332,-37.3034144989604,0.0966412863871453,19.7276007257117
327,0.31,-1.17118298150295,0.01,-4.60517018598809,0.22,-1.51412773262978,0.08,-2.52572864430826,8.03,17.3,1364.6050042973,60.6121876989155,-37.289232179151,0.210316615785243,22.5137065019964
328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
329,1.24,0.215111379616945,0.29,-1.23787435600162,0.42,-0.867500567704723,0.53,-0.63487827243597,15.8,29.27,1444.40200743008,74.3255453627259,-37.8710757300394,-0.73767006674564,19.4334532007948
330,0.74,-0.301105092783922,0.21,-1.56064774826467,0.24,-1.42711635564015,0.3,-1.20397280432594,15.63,24.7,1333.30426546724,80.1225278122394,-38.3710716559785,-0.788560291032521,16.6408162831773
331,NA,NA,0.47,-0.755022584278033,NA,NA,0.33,-1.10866262452161,10.75,NA,1678.60208912375,115.051731454916,-38.771244723499,-0.288756027791995,14.5899767686809
332,0.87,-0.139262067333508,0.21,-1.56064774826467,0.23,-1.46967597005894,0.43,-0.843970070294529,25.5,41.3,1528.99307393275,62.0858630551113,-37.7522847805814,-0.365992426891549,24.6270728744725
333,0.88,-0.127833371509885,0.48,-0.7339691750802,0.01,NA,0.39,-0.941608539858445,18.1,24.6,1505.78451663578,71.2318940453925,-38.5223732607089,-1.50146387541449,21.1391896399135
334,0.68,-0.385662480811985,0.04,-3.2188758248682,0.38,-0.967584026261706,0.26,-1.34707364796661,11.4,24.43,1470.48097173867,55.4622844655884,-37.4622282492283,1.0963141196141,26.5131699119071
335,0.55,-0.59783700075562,0.03,-3.50655789731998,0.3,-1.20397280432594,0.23,-1.46967597005894,11.2,24.4,1341.48029337867,82.2955013450834,-43.5892768786021,0.457646211020466,16.3007730854393
336,0.21,-1.56064774826467,0.01,-4.60517018598809,0.15,-1.89711998488588,0.05,-2.99573227355399,7.23,15.6,1652.94234890947,62.160431481779,-43.9200164073783,0.0931364492315412,NA
337,1.08,0.0769610411361284,0.05,-2.99573227355399,0.63,-0.462035459596559,0.4,-0.916290731874155,11.23,25.73,1457.93837111095,79.7114176367249,-44.3049018794512,1.40094070448181,18.2902075303105
338,0.26,-1.34707364796661,0.01,-4.60517018598809,0.18,-1.71479842809193,0.08,-2.52572864430826,7.83,20.33,1476.91970966346,73.6435810349423,-43.8612635768416,2.29622681767171,20.0549686599663
339,0.27,-1.30933331998376,0.02,-3.91202300542815,0.19,-1.66073120682165,0.06,-2.81341071676004,7.3,17.8,1492.41784667073,106.100565139792,-43.2149013890486,0.401130355248346,14.0660687782803
340,0.59,-0.527632742082372,0.03,-3.50655789731998,0.36,-1.02165124753198,0.2,-1.6094379124341,13.5,26.8,1530.21781040479,89.0868781546185,-42.8673158034383,1.77457922946664,17.1766913613131
341,0.3,-1.20397280432594,0.01,-4.60517018598809,0.21,-1.56064774826467,0.08,-2.52572864430826,8.23,19.6,1450.12944506906,75.5392550370481,-43.6780533209694,0.014441444250692,19.1970313230896
342,0.18,-1.71479842809193,0.01,-4.60517018598809,0.12,NA,0.05,-2.99573227355399,9.27,18.13,1718.57268700983,72.5891863120868,-42.6523544316682,0.925003815571579,23.6753265096688
343,0.41,-0.891598119283784,0.03,-3.50655789731998,0.19,-1.66073120682165,0.2,-1.6094379124341,10.27,21.6,1485.34824117006,70.7260707420159,-42.4725481443415,1.90966913137195,21.0014245890754
344,0.83,-0.186329578191493,0.06,-2.81341071676004,0.46,-0.776528789498996,0.31,-1.17118298150295,13.93,28.3,1685.02130571495,95.4696655832779,-44.3467668667602,-0.833500276596675,17.6498084016552
345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
346,0.36,-1.02165124753198,0.01,-4.60517018598809,0.26,-1.34707364796661,0.08,-2.52572864430826,8.6,17.7,1717.23122826474,72.3608652793219,-43.1355405413601,0.820373282412261,23.7314910709818
347,0.37,-0.994252273343867,0.01,-4.60517018598809,0.26,-1.34707364796661,0.11,-2.20727491318972,6.17,17.77,1552.28052309141,83.4332909042975,-44.0779628133239,0.495435193322506,18.6050496902006
348,0.32,-1.13943428318836,0.01,-4.60517018598809,0.21,-1.56064774826467,0.09,-2.40794560865187,8.77,17.8,1557.48704610798,86.2210352226645,-43.5113453277755,NA,18.0638871023271
349,1.23,0.207014169384326,0.28,-1.27296567581289,0.42,-0.867500567704723,0.53,-0.63487827243597,19.47,33.03,1602.65641509555,96.5768888167445,-44.6100401411633,-0.0867387248580089,16.5946163179537
350,0.29,-1.23787435600162,0.01,-4.60517018598809,0.19,-1.66073120682165,0.09,-2.40794560865187,8.47,18.6,1631.59921195461,60.4298623624724,NA,1.15981917731006,NA
351,0.58,-0.544727175441672,0.03,-3.50655789731998,0.35,-1.04982212449868,0.21,-1.56064774826467,10.33,22.67,1286.35612470908,56.573512270552,-44.4642013382706,1.41856716905244,22.7377808639019
352,0.97,-0.0304592074847086,0.07,-2.65926003693278,0.48,-0.7339691750802,0.42,-0.867500567704723,17.05,33.8,1521.15028425472,81.9644564723668,-44.0916138178349,1.09369160152953,18.5586576148108
353,0.46,-0.776528789498996,0.03,-3.50655789731998,0.3,-1.20397280432594,0.14,-1.96611285637283,9.27,19.3,1590.60410088806,89.3412673192389,-44.3047366089574,1.94180077428451,17.8036885821692
354,0.53,-0.63487827243597,0.05,-2.99573227355399,0.24,-1.42711635564015,0.25,-1.38629436111989,15,26.55,1507.91650992868,67.26808986365,-44.2143237489167,0.542058518020618,22.416520418302
355,0.42,-0.867500567704723,0.01,-4.60517018598809,0.29,-1.23787435600162,0.12,-2.12026353620009,8.3,18.97,1496.28029553964,84.0347503705217,-43.6458382720935,2.13605729454678,17.8054946190989
356,0.52,-0.653926467406664,0.02,-3.91202300542815,0.35,-1.04982212449868,0.15,-1.89711998488588,7.1,17.47,1567.36599095762,100.301044195751,-44.2287257104385,-0.0390264021855991,15.6266168864473
357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
358,0.48,-0.7339691750802,0.02,-3.91202300542815,0.32,-1.13943428318836,0.15,-1.89711998488588,11.73,21.47,1428.00168537923,80.2633123495785,-44.3059333053269,0.52219827083467,17.7914621709071
359,1.03,0.0295588022415444,0.05,-2.99573227355399,0.59,-0.527632742082372,0.38,-0.967584026261706,10.13,25.35,1623.10576175189,84.1325169224268,-42.6348258233952,0.995815628024911,19.292252521679
360,0.82,-0.198450938723838,0.04,-3.2188758248682,0.5,-0.693147180559945,0.29,-1.23787435600162,11,27.1,1601.17688047448,93.1633124520805,-44.4206873759582,0.621945004987404,17.1867749045319
361,1.61,0.476234178996372,NA,-0.127833371509885,NA,NA,0.55,-0.59783700075562,11.43,NA,1410.16426984349,77.8103239008789,-43.6314272871699,-0.872515302092876,18.1230998554879
362,0.51,-0.673344553263766,0.03,-3.50655789731998,0.32,-1.13943428318836,0.15,-1.89711998488588,10.4,22.27,NA,NA,-44.1041097104975,0.658465434856421,19.1461267443881
363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
364,0.52,-0.653926467406664,0.01,-4.60517018598809,0.33,-1.10866262452161,0.18,-1.71479842809193,9.1,21.8,1802.73057406964,68.2589726867868,NA,1.64175222051082,NA
365,0.41,-0.891598119283784,0.02,-3.91202300542815,0.28,-1.27296567581289,0.11,-2.20727491318972,7.23,17.57,1552.26536288682,99.5707472107453,-43.7636138789836,0.28835769290542,15.5895723028109
366,0.42,-0.867500567704723,0.02,-3.91202300542815,0.28,-1.27296567581289,0.12,-2.12026353620009,7.35,18.1,1782.0631007555,92.4128586330348,-43.3015028477301,0.364994155121308,19.283713620763
367,0.54,-0.616186139423817,0.03,-3.50655789731998,0.34,-1.07880966137193,0.17,-1.77195684193188,8.63,20.03,1558.8928020418,80.3178281872052,-44.2033851305495,0.984062723709842,19.4090507328998
368,0.58,-0.544727175441672,0.18,-1.71479842809193,0.16,-1.83258146374831,0.24,-1.42711635564015,12.75,28.45,1511.34369154382,74.27818861774,-43.4782134451,0.629891956280571,20.3470725345996
369,0.76,-0.27443684570176,0.35,-1.04982212449868,0.18,-1.71479842809193,0.37,-0.994252273343867,13.87,30.4,1320.03191956859,79.0647254812944,-43.5551339817803,0.666409447420081,16.6955859459842
370,0.61,-0.49429632181478,0.07,-2.65926003693278,0.29,-1.23787435600162,0.26,-1.34707364796661,14.83,32.87,1353.00879206984,83.1507386620462,-43.8437310346193,0.962185108943358,16.2717591429818
371,1.37,0.314810739840034,0.29,-1.23787435600162,0.44,-0.82098055206983,0.64,-0.446287102628419,11.5,26.83,1593.61214221057,66.2158329394631,-43.8422701553888,0.0750901731061588,24.0669349227624
372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,0.78,-0.2484613592985,0.05,-2.99573227355399,0.46,-0.776528789498996,0.27,-1.30933331998376,11.07,24.8,1416.35119528798,60.2162904605075,-43.7520270359303,0.340228123405573,23.5210635603149
374,0.73,-0.3147107448397,0.04,-3.2188758248682,0.41,-0.891598119283784,0.29,-1.23787435600162,13.67,27.3,1300.82784438977,64.6989268014222,-44.4090141598651,1.01404581972558,20.1058643272762
375,0.62,-0.478035800943,0.03,-3.50655789731998,0.37,-0.994252273343867,0.23,-1.46967597005894,11.6,25.85,1739.53911409212,75.7042702619933,-43.8635070204397,0.302470104378967,22.9780844339693
376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
377,0.95,-0.0512932943875506,0.24,-1.42711635564015,0.58,-0.544727175441672,0.3,-1.20397280432594,11.07,19.3,1373.28738540295,74.3996463743313,-44.0111382712082,0.2805992960957,18.4582515149797
378,1.6,0.470003629245736,0.26,-1.34707364796661,0.65,-0.430782916092454,0.69,-0.371063681390832,20.5,36.4,NA,NA,NA,NA,NA
379,0.81,-0.210721031315653,0.03,-3.50655789731998,0.52,-0.653926467406664,0.26,-1.34707364796661,12.17,27.63,1513.30429804341,78.0237720456071,-44.3754919788352,1.38563582215234,19.3954260139953
380,0.89,-0.116533816255952,0.23,-1.46967597005894,0.32,-1.13943428318836,0.34,-1.07880966137193,13.43,28.23,1291.91437576281,70.1594390489217,-43.7793192183375,0.631060906404469,18.4139781229147
381,0.47,-0.755022584278033,0.02,-3.91202300542815,0.32,-1.13943428318836,0.13,-2.04022082852655,8.43,19,1413.29333249366,77.4971817024595,-43.8940341638086,0.82165038908751,18.2367061801011
382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
383,0.66,-0.415515443961666,0.02,-3.91202300542815,0.48,-0.7339691750802,0.16,-1.83258146374831,9.13,19.73,1697.82161538367,85.1181929204122,-44.259391053777,0.933828570521385,19.9466360496066
384,0.67,-0.400477566597125,0.04,-3.2188758248682,0.37,-0.994252273343867,0.26,-1.34707364796661,14.87,28.1,1488.369802897,72.3810981405188,-44.4397642070696,NA,20.5629624464597
385,0.79,-0.23572233352107,0.06,-2.81341071676004,0.42,-0.867500567704723,0.32,-1.13943428318836,10.7,25.47,1519.41683331807,85.4096690712569,-43.276074694992,0.542156814172947,17.7897520250362
386,1.18,0.165514438477573,0.33,-1.10866262452161,0.33,-1.10866262452161,0.52,-0.653926467406664,16.47,30.17,1398.21493177958,66.2099141761513,-43.4450411022371,0.347130646274722,21.1179088385409
387,0.56,-0.579818495252942,0.08,-2.52572864430826,0.27,-1.30933331998376,0.2,-1.6094379124341,13.73,27.85,1428.22033459014,71.1174467929781,-43.8303875027732,1.24635578756088,20.0825591889944
388,0.44,-0.82098055206983,0.02,-3.91202300542815,0.29,-1.23787435600162,0.13,-2.04022082852655,9.13,22.13,1586.1390896467,78.514107635613,-44.2671059903037,2.29518944585471,20.2019629008335
389,0.94,-0.0618754037180875,0.26,-1.34707364796661,0.44,-0.82098055206983,0.41,-0.891598119283784,16.3,33.25,1310.98194226744,64.224665762035,-43.1525647548693,0.0887812610688974,20.4124369774828
390,1.21,0.19062035960865,0.05,-2.99573227355399,0.66,-0.415515443961666,0.49,-0.713349887877465,16.4,32.1,1324.2093006005,67.1789769492759,-44.9599744913928,2.29766479762341,19.7116622005178
391,0.87,-0.139262067333508,0.04,-3.2188758248682,0.47,-0.755022584278033,0.35,-1.04982212449868,13.8,29,1644.54290106077,87.4410330195511,-44.5077676457291,0.819542527544133,18.8074505100261
392,0.79,-0.23572233352107,0.05,-2.99573227355399,0.46,-0.776528789498996,0.28,-1.27296567581289,12.2,26.63,1593.37888852588,77.9036958913551,-44.156129713367,1.36288434603689,20.4531873654367
393,1.06,0.0582689081239758,0.12,-2.12026353620009,0.49,-0.713349887877465,0.45,-0.798507696217772,16.43,34.93,1652.62589091336,93.4714090339766,-44.2349871644179,1.23316761586785,17.6805496781656
394,0.49,-0.713349887877465,0.02,-3.91202300542815,0.3,-1.20397280432594,0.16,-1.83258146374831,10.3,21.83,1690.18983160846,87.6400369092769,-43.9788676988832,0.431478980974853,19.2855901391063
395,0.37,-0.994252273343867,0.01,-4.60517018598809,0.25,-1.38629436111989,0.1,-2.30258509299405,7.67,19.03,1588.35538535016,74.2492760134087,-43.8726857006725,0.635354555276446,21.3922003099844
396,0.39,-0.941608539858445,0.03,-3.50655789731998,0.21,-1.56064774826467,0.15,-1.89711998488588,9.8,23.4,1342.61697908007,47.5629393484291,-43.1966715747336,NA,NA
397,1.55,0.438254930931155,0.21,-1.56064774826467,0.59,-0.527632742082372,0.75,-0.287682072451781,20.2,32.4,1693.35522594025,71.0146140475117,-43.9461316034493,0.0110244239027009,23.8451655149083
398,0.99,-0.0100503358535015,0.23,-1.46967597005894,0.29,-1.23787435600162,0.47,-0.755022584278033,16.07,30.37,1477.90463070741,88.9570323951724,-43.1422705812696,1.38030605700637,16.6136908000948
399,0.43,-0.843970070294529,0.02,-3.91202300542815,0.27,-1.30933331998376,0.14,-1.96611285637283,9.37,22.37,1553.67313076789,74.3525414823447,-44.3632692627227,0.877576379158472,20.8960326008065
400,1.02,0.0198026272961797,0.07,-2.65926003693278,0.54,-0.616186139423817,0.42,-0.867500567704723,13.93,30.9,1627.70196722493,97.9967677431777,-44.6353749692514,1.16345311948233,16.6097515735486
401,0.7,-0.356674943938732,0.03,-3.50655789731998,0.41,-0.891598119283784,0.26,-1.34707364796661,10.73,22.73,1306.65297303956,69.3765283408688,-43.9215730433788,2.0582069890304,18.8342225286853
402,1.21,0.19062035960865,0.2,-1.6094379124341,0.46,-0.776528789498996,0.55,-0.59783700075562,23.25,40.7,1623.97169767475,96.1822468893897,-43.9141915602441,0.515810081668507,16.8843185743241
403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
404,0.86,-0.150822889734584,0.04,-3.2188758248682,0.55,-0.59783700075562,0.27,-1.30933331998376,8.5,24.07,1322.44698984412,65.745233835,-44.7276481166114,0.987395924004589,20.1147203029659
405,0.77,-0.261364764134408,0.12,-2.12026353620009,0.31,-1.17118298150295,0.34,-1.07880966137193,17.6,33.6,1532.0897697204,99.9324008306114,-43.7638272512747,0.770582742376725,15.3312615026366
406,0.4,-0.916290731874155,0.03,-3.50655789731998,0.24,-1.42711635564015,0.14,-1.96611285637283,12.03,22.97,1630.48456691779,79.8556335397916,-44.1491349723475,1.61631355188768,20.4179028409478
407,0.92,-0.083381608939051,0.15,-1.89711998488588,0.34,-1.07880966137193,0.43,-0.843970070294529,17.7,35.23,1531.40485532689,93.8405915372701,-44.0881585632866,0.783191664917434,16.3192157065492
408,0.39,-0.941608539858445,0.01,-4.60517018598809,0.27,-1.30933331998376,0.1,-2.30258509299405,6.53,17.23,1677.72542944949,76.6418166438657,-43.9250653309846,0.479256756497001,21.8904705409769
409,NA,0.593326845277734,NA,-0.867500567704723,NA,-0.287682072451781,0.75,-0.287682072451781,16.7,26.95,1428.61222407047,65.6197615392285,-43.8382526126243,-0.100069950812567,21.7710669859173
410,0.19,-1.66073120682165,0.01,-4.60517018598809,0.12,NA,0.06,-2.81341071676004,6.95,17.4,NA,NA,NA,NA,NA
411,0.53,-0.63487827243597,0.04,-3.2188758248682,0.29,-1.23787435600162,0.2,-1.6094379124341,11.17,23.67,1679.54966534714,108.405511376303,-43.132771073886,0.228056917800689,15.4932128821107
412,0.56,-0.579818495252942,0.04,-3.2188758248682,0.31,-1.17118298150295,0.21,-1.56064774826467,9.13,23.23,1625.52075612566,86.0359385704477,-44.4105791294895,-0.249949266669701,18.8935087259455
413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,0.48,-0.7339691750802,0.02,-3.91202300542815,0.28,-1.27296567581289,0.18,-1.71479842809193,12.1,27.37,1484.2291356638,79.8558503821626,-44.1638169313913,1.3325181461204,18.5863543943342
415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
416,0.66,-0.415515443961666,0.04,-3.2188758248682,0.36,-1.02165124753198,0.26,-1.34707364796661,10.27,22.53,1640.7257759459,70.3191397204462,-44.5361813639902,0.652961044650858,23.3325632604239
417,NA,0.62057648772511,NA,-0.843970070294529,0.4,-0.916290731874155,NA,0.0295588022415444,NA,41.4,1548.55244007307,51.7999146214687,-43.1865005364012,-0.794927797161301,NA
418,0.43,-0.843970070294529,0.02,-3.91202300542815,0.29,-1.23787435600162,0.12,-2.12026353620009,9,19.93,1580.85649072603,94.5703303597235,-43.9803801030182,1.04175775713942,16.7161993059855
419,0.28,-1.27296567581289,0.01,-4.60517018598809,0.18,-1.71479842809193,0.09,-2.40794560865187,8.43,18.43,1532.02197219161,78.9014677488683,-44.3839897959884,0.859512078245784,19.4169007992071
420,1.04,0.0392207131532813,0.06,-2.81341071676004,0.56,-0.579818495252942,0.43,-0.843970070294529,14.47,29.13,1300.47925464519,48.7060031749956,-44.5427354268945,-0.281456008353022,NA
421,0.47,-0.755022584278033,0.02,-3.91202300542815,0.28,-1.27296567581289,0.17,-1.77195684193188,11.43,23.7,1530.25769370379,72.2737272674484,-43.9545599512319,0.731112768837076,21.1730839346514
422,1.61,0.476234178996372,0.32,-1.13943428318836,0.45,-0.798507696217772,0.84,-0.174353387144778,24.4,43.15,1523.3076119323,74.487821976945,-43.1628037221298,0.140430799215729,20.4504249352839
423,0.23,-1.46967597005894,0.1,-2.30258509299405,0.05,NA,0.15,-1.89711998488588,12.63,22.4,1379.28179123506,83.6185254226826,NA,1.158226579109,16.4949308094461
424,0.84,-0.174353387144778,0.05,-2.99573227355399,0.43,-0.843970070294529,0.35,-1.04982212449868,13.05,25.55,1627.09935754315,77.4226922234899,-44.2485582980455,-0.337823366127418,21.0157940884609
425,0.35,-1.04982212449868,0.01,-4.60517018598809,0.24,-1.42711635564015,0.09,-2.40794560865187,8.67,19.9,1459.55374171124,62.1737900897317,NA,0.179120634197371,23.4753863260508
426,0.56,-0.579818495252942,0.04,-3.2188758248682,0.34,-1.07880966137193,0.18,-1.71479842809193,11.4,25.2,1553.85517994033,84.0114718284464,-44.3995902074793,1.05722732433973,18.4957499984448
427,1.12,0.113328685307003,0.16,-1.83258146374831,0.49,-0.713349887877465,0.48,-0.7339691750802,18.3,32.27,1470.19361327567,79.4836680249063,-44.4571358839959,-0.389476326898743,18.4968012902347
428,1.05,0.048790164169432,0.08,-2.52572864430826,0.5,-0.693147180559945,0.47,-0.755022584278033,15.5,34.1,1420.74332511712,91.3256248536817,-43.8557894689544,0.0683998672366135,15.5568968445973
429,0.67,-0.400477566597125,0.04,-3.2188758248682,0.41,-0.891598119283784,0.22,-1.51412773262978,11.47,23.77,1330.47789219997,61.0171671383928,-44.1584125665742,1.88147010188613,21.8049764451096
430,0.88,-0.127833371509885,0.09,-2.40794560865187,0.46,-0.776528789498996,0.33,-1.10866262452161,14.07,23.9,1631.2622430329,82.2087714891328,-44.1522824406562,0.551365726196926,19.8429220323349
431,0.66,-0.415515443961666,0.04,-3.2188758248682,0.4,-0.916290731874155,0.23,-1.46967597005894,11.07,22.73,1305.06937807831,52.8640673045432,-44.8010023291706,0.564565803683942,24.6872676398502
432,1.01,0.00995033085316809,0.13,-2.04022082852655,0.45,-0.798507696217772,0.44,-0.82098055206983,16.8,30.8,1644.06888299691,101.260611851382,-43.7160320281009,0.218604096061274,16.236015691964
